year_month,ods_code,vmp_snomed_code,vmp_product_name,total_quantity
2019-01-01,R1F,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,60.0
2019-01-01,R1H,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,80.0
2019-01-01,RA2,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,50.0
2019-01-01,RA3,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,50.0
2019-01-01,RA4,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,50.0
2019-01-01,RA7,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,850.0
2019-01-01,RA9,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,110.0
2019-01-01,RAE,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,420.0
2019-01-01,RAJ,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,60.0
2019-01-01,RAL,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,140.0
2019-01-01,RAS,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,260.0
2019-01-01,RBA,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,80.0
2019-01-01,RBD,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,20.0
2019-01-01,RBK,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,130.0
2019-01-01,RBL,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,30.0
2019-01-01,RBN,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,110.0
2019-01-01,RBS,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,465.0
2019-01-01,RBZ,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,20.0
2019-01-01,RCB,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,71.0
2019-01-01,RCD,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,20.0
2019-01-01,RD1,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,140.0
2019-01-01,RD3,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,40.0
2019-01-01,RD8,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,10.0
2019-01-01,RDD,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,30.0
2019-01-01,RDR,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,30.0
2019-01-01,RDU,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,80.0
2019-01-01,RDZ,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,70.0
2019-01-01,REF,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,130.0
2019-01-01,REM,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,90.0
2019-01-01,RFS,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,102.0
2019-01-01,RGN,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,140.0
2019-01-01,RGP,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,90.0
2019-01-01,RGQ,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,30.0
2019-01-01,RGR,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,80.0
2019-01-01,RGT,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,150.0
2019-01-01,RH8,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,20.0
2019-01-01,RHM,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,874.0
2019-01-01,RHQ,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,210.0
2019-01-01,RHU,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,230.0
2019-01-01,RHW,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,190.0
2019-01-01,RJ1,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,70.0
2019-01-01,RJ2,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,60.0
2019-01-01,RJ6,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,10.0
2019-01-01,RJ7,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,10.0
2019-01-01,RJL,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,130.0
2019-01-01,RJZ,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,120.0
2019-01-01,RK5,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,70.0
2019-01-01,RK9,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,70.0
2019-01-01,RKB,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,20.0
2019-01-01,RL1,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,70.0
2019-01-01,RL4,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,420.0
2019-01-01,RLQ,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,20.0
2019-01-01,RM1,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,270.0
2019-01-01,RM2,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,10.0
2019-01-01,RM3,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,130.0
2019-01-01,RMP,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,10.0
2019-01-01,RN5,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,130.0
2019-01-01,RNA,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,100.0
2019-01-01,RNL,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,51.0
2019-01-01,RNQ,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,10.0
2019-01-01,RNS,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,50.0
2019-01-01,RNZ,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,100.0
2019-01-01,RP4,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,260.0
2019-01-01,RP5,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,170.0
2019-01-01,RPA,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,160.0
2019-01-01,RQ3,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,130.0
2019-01-01,RQ8,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,90.0
2019-01-01,RQM,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,150.0
2019-01-01,RQW,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,10.0
2019-01-01,RR1,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,60.0
2019-01-01,RR7,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,20.0
2019-01-01,RR8,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,210.0
2019-01-01,RRF,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,100.0
2019-01-01,RRK,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,240.0
2019-01-01,RRV,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,510.0
2019-01-01,RTD,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,420.0
2019-01-01,RTE,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,80.0
2019-01-01,RTF,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,110.0
2019-01-01,RTG,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,10.0
2019-01-01,RTH,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,120.0
2019-01-01,RTK,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,80.0
2019-01-01,RTP,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,50.0
2019-01-01,RTR,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,190.0
2019-01-01,RTX,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,1263.6
2019-01-01,RVJ,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,80.0
2019-01-01,RVR,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,141.0
2019-01-01,RVV,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,90.0
2019-01-01,RVW,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,30.0
2019-01-01,RVY,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,20.0
2019-01-01,RW3,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,230.0
2019-01-01,RW6,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,180.0
2019-01-01,RWA,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,740.0
2019-01-01,RWD,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,130.0
2019-01-01,RWE,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,160.0
2019-01-01,RWF,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,200.0
2019-01-01,RWJ,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,80.0
2019-01-01,RWP,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,120.0
2019-01-01,RWW,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,10.0
